row_index,question,model_name,model_load_path_or_id,pred_sql,pred_sql_final,pred_sql_fixes,pred_answer,pred_assumptions,raw_text,ground_truth_sql,gt_sql_final,gt_sql_fixes,sql_jaccard,relaxed_exact_match,relaxed_em_threshold,pred_exec_status,pred_exec_ms,pred_exec_error,pred_result_rows,pred_result_hash,gt_exec_status,gt_exec_ms,gt_exec_error,gt_result_rows,gt_result_hash,results_equal_exact,results_equal_normalized,rowcount_delta_pred_minus_gt,column_overlap_ratio,row_artifacts_dir,self_consistency_num_candidates,self_consistency_best_candidate_index,self_consistency_candidates_dir
19,Show Non-Small Cell Lung trials using PD1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],The query retrieves Non-Small Cell Lung trials using PD1 where PD-L1 positivity was an inclusion criterion.,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.6849637031555176,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,3.9451252669095993,,10,8c132a05440b3084610f7f7a74f83c63,,,,,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row019,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row019/candidates
20,Find Phase 2 Pembrolizumab trials in Melanoma that were original publication publications.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""trial_phase"" = 'Phase 2' AND ""name_of_ici"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""originial_publication_or_follow_up"" = 'original publication';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""trial_phase"" = 'Phase 2' AND ""name_of_ici"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""originial_publication_or_follow_up"" = 'original publication';",[],"Phase 2 Pembrolizumab trials in Melanoma that were original publications are listed with their respective NCT, author, year, and PubMed ID.",Assumed that 'Pembrolizumab' is the exact name used in the 'name_of_ici' column and that 'Melanoma' is the exact cancer type specified.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""trial_phase"" = 'Phase 2' AND ""publication_type"" = 'Original publication';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""trial_phase"", ""cancer_type""
FROM public.""clinical_trials""
WHERE ""name_of_ici"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""trial_phase"" = 'Phase 2' AND ""originial_publication_or_follow_up"" = 'Original publication';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.5,False,0.7,ok,3.876513335853815,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,2.9530851170420647,,4,1792c600336b6e8a4fec38ce43e3bfe5,False,False,-4.0,0.375,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row020,8,1,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row020/candidates
21,Find Melanoma trials with minimum follow‑up and show months by arm.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%melanoma%' ORDER BY ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" ASC;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%melanoma%' ORDER BY ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" ASC;",[],"Retrieved Melanoma trials with minimum follow-up duration by arm, showing months of follow-up for overall, treatment, and control arms.","Assumed 'follow_up_duration_for_primary_endpoint_s_in_months_overall' represents the minimum follow-up duration for the trial. If multiple arms have different durations, the overall minimum may not reflect individual arm specifics.",,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""follow_up_type"" = 'Minimum';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_follow_up_given"", ""cancer_type"", ""follow_up_duration_for_primary_endpoint_s_in_months_rx"", ""follow_up_duration_for_primary_endpoint_s_in_months_control""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""type_of_follow_up_given"" = 'Minimum';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'follow_up_type', 'replaced_with': 'type_of_follow_up_given', 'reason': 'known_map'}, {'missing': 'follow_up_duration_rx_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_rx', 'reason': 'known_map'}, {'missing': 'follow_up_duration_control_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_control', 'reason': 'known_map'}]",0.26666666666666666,False,0.7,ok,1.8952731043100357,,26.0,91044d8b8d4906b18f88ab85789ad2e0,ok,1.7748917452991009,,4,fcb217cc074484ac454624d3b662c7ca,False,False,22.0,0.25,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row021,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row021/candidates
22,Show Pancreatic trials that used ICI+Vaccine combinations.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Pancreatic' AND ""type_of_combination"" ILIKE '%ICI+Vaccine%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Pancreatic' AND ""type_of_combination"" ILIKE '%ICI+Vaccine%';",[],"This query retrieves distinct clinical trials for Pancreatic cancer that used ICI+Vaccine combinations, including their NCT ID, author, year, and PubMed ID.",Assumes that 'ICI+Vaccine' combinations are explicitly mentioned in the 'type_of_combination' field.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Pancreatic' AND ""combination_type"" = 'ICI+Vaccine';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_combination"", ""cancer_type"", ""treatment_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Pancreatic' AND ""type_of_combination"" = 'ICI+Vaccine';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'combination_type', 'replaced_with': 'type_of_combination', 'reason': 'known_map'}]",0.4,False,0.7,ok,1.6493899747729301,,1.0,62b8697cac1fabdbb4a7216b42558454,ok,1.8345010466873646,,1,9ab5c3087ed99c3e1eceeaf8a30ff8a8,False,False,0.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row022,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row022/candidates
23,"Which Phase 2 CTLA-4 combination trials in Pancreatic should I review, and what were their regimens?",Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""trial_phase"", ""treatment_regimen"", ""name_of_ici"", ""class_of_ici"", ""monotherapy_combination"", ""type_of_combination"", ""control_regimen"", ""type_of_control"", ""cancer_type"", ""clinical_setting"" FROM public.""clinical_trials"" WHERE ""trial_phase"" = 'Phase 2' AND ""class_of_ici"" = 'CTLA4' AND ""cancer_type"" = 'Pancreatic' AND ""type_of_combination"" IS NOT NULL;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""trial_phase"", ""treatment_regimen"", ""name_of_ici"", ""class_of_ici"", ""monotherapy_combination"", ""type_of_combination"", ""control_regimen"", ""type_of_control"", ""cancer_type"", ""clinical_setting"" FROM public.""clinical_trials"" WHERE ""trial_phase"" = 'Phase 2' AND ""class_of_ici"" = 'CTLA4' AND ""cancer_type"" = 'Pancreatic' AND ""type_of_combination"" IS NOT NULL;",[],"Phase 2 CTLA-4 combination trials in Pancreatic cancer include trials with specific regimens and combinations, which can be reviewed using the provided query.",Assumes that 'CTLA-4' is mapped to 'CTLA4' in the class_of_ici column and that 'Pancreatic' refers to pancreatic cancer.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'CTLA-4' AND ""cancer_type"" = 'Pancreatic' AND ""trial_phase"" = 'Phase 2' AND ""therapy_modality"" = 'Combination';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""trial_phase"", ""class_of_ici"", ""monotherapy_combination"", ""cancer_type"", ""name_of_ici"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'CTLA-4' AND ""cancer_type"" = 'Pancreatic' AND ""trial_phase"" = 'Phase 2' AND ""monotherapy_combination"" = 'Combination';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'therapy_modality', 'replaced_with': 'monotherapy_combination', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3333333333333333,False,0.7,ok,3.605687990784645,,0.0,bb2f1113064c4ad86850168b857e819c,ok,2.818100154399872,,1,93658e8c2f364afb26fee49f2387ee07,False,False,-1.0,0.6,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row023,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row023/candidates
24,Find Phase 2 Atezolizumab trials in Non-Small Cell Lung that were original publication publications.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""trial_phase"" = '2' AND ""name_of_ici"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""originial_publication_or_follow_up"" = 'original publication';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""trial_phase"" = '2' AND ""name_of_ici"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""originial_publication_or_follow_up"" = 'original publication';",[],"Phase 2 Atezolizumab trials in Non-Small Cell Lung that were original publications are listed with their NCT, author, year, and PubMed ID.",Assuming 'Phase 2' is exactly stored as '2' in the trial_phase column and 'original publication' is exactly stored in the originial_publication_or_follow_up column.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 2' AND ""publication_type"" = 'Original publication';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""trial_phase"", ""cancer_type""
FROM public.""clinical_trials""
WHERE ""name_of_ici"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 2' AND ""originial_publication_or_follow_up"" = 'Original publication';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.5,False,0.7,ok,3.972044214606285,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,3.690571989864111,,1,e2e49bbce37ee539241897ae8307eabe,False,False,-1.0,0.375,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row024,8,1,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row024/candidates
25,Find Renal cell trials with median follow‑up and show months by arm.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%renal%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_control"" IS NOT NULL;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%renal%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_control"" IS NOT NULL;",[],"The query retrieves renal cell carcinoma trials with median follow-up durations by arm, including overall, RX, and control arm follow-up in months.",Assumes that 'renal cell' is a valid search term for renal cell carcinoma and that follow-up durations are available for all arms.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Renal cell' AND ""follow_up_type"" = 'Median';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_follow_up_given"", ""cancer_type"", ""follow_up_duration_for_primary_endpoint_s_in_months_rx"", ""follow_up_duration_for_primary_endpoint_s_in_months_control""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Renal cell' AND ""type_of_follow_up_given"" = 'Median';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'follow_up_type', 'replaced_with': 'type_of_follow_up_given', 'reason': 'known_map'}, {'missing': 'follow_up_duration_rx_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_rx', 'reason': 'known_map'}, {'missing': 'follow_up_duration_control_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_control', 'reason': 'known_map'}]",0.26666666666666666,False,0.7,ok,3.3693131990730762,,1.0,09410c84c26353522d0d000c8e0353d3,ok,3.677956759929657,,12,32513eb90672e05e1d661ab85b7b4943,False,False,-11.0,0.25,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row025,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row025/candidates
26,Show Renal cell trials using PD-L1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%renal cell%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%renal cell%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],Renal cell trials using PD-L1 where PD-L1 positivity was an inclusion criterion are listed with their details.,Assuming 'PD-L1' is mapped to 'PD1' in the 'class_of_ici' column and 'Renal cell' is a substring of the 'cancer_type' field.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Renal cell' AND ""ici_class"" = 'PD-L1' AND ""pdl1_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Renal cell' AND ""class_of_ici"" = 'PD-L1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.5839659608900547,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%%renal cell%%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,5.968277808278799,,5,004db935cbff8baa83b0c65233da3e4c,,,,,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row026,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row026/candidates
27,List Non-Small Cell Lung trials requiring a biomarker other than PD‑L1 for inclusion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_other_biomarker_used_for_inclusion_criteria"" = 'true' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'false';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_other_biomarker_used_for_inclusion_criteria"" = 'true' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'false';",[],The query lists Non-Small Cell Lung trials that require a biomarker other than PD-L1 for inclusion.,Assumes that 'Non-Small Cell Lung' is the exact value for the cancer_type column and that 'is_any_other_biomarker_used_for_inclusion_criteria' and 'is_pd_l1_positivity_inclusion_criteria' are boolean fields.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""other_biomarker_inclusion"" = 'Yes';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_any_other_biomarker_used_for_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""is_any_other_biomarker_used_for_inclusion"" = 'Yes';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'other_biomarker_inclusion', 'replaced_with': 'is_any_other_biomarker_used_for_inclusion', 'reason': 'known_map'}]",0.4,False,0.7,error,1.6251187771558762,"(psycopg2.errors.UndefinedColumn) column ""is_any_other_biomarker_used_for_inclusion_criteria"" does not exist
LINE 1: ..., ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_ot...
                                                             ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_other_biomarker_used_for_inclusion_criteria"" = 'true' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'false';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,5.366986617445946,,13,ba33fd118a33348b2a715f294b9516ae,,,,,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row027,8,0,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row027/candidates
28,Find Head and Neck trials with median follow‑up and show months by arm.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_control"" IS NOT NULL;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" IS NOT NULL AND ""follow_up_duration_for_primary_endpoint_s_in_months_control"" IS NOT NULL;",[],"The query retrieves Head and Neck trials with median follow-up durations by arm, showing the overall, RX, and control follow-up in months.",Assumes that the 'cancer_type' field contains 'head and neck' as a substring and that follow-up durations are provided for all arms.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""follow_up_type"" = 'Median';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_follow_up_given"", ""cancer_type"", ""follow_up_duration_for_primary_endpoint_s_in_months_rx"", ""follow_up_duration_for_primary_endpoint_s_in_months_control""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""type_of_follow_up_given"" = 'Median';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'follow_up_type', 'replaced_with': 'type_of_follow_up_given', 'reason': 'known_map'}, {'missing': 'follow_up_duration_rx_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_rx', 'reason': 'known_map'}, {'missing': 'follow_up_duration_control_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_control', 'reason': 'known_map'}]",0.26666666666666666,False,0.7,ok,3.2428554259240627,,1.0,8e1c94b4d321cb7226d3f4125c952c13,ok,2.93430732563138,,8,afc36b7769c7c7284fed04567e8b965f,False,False,-7.0,0.25,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row028,8,2,results/cat2_all__cat2_self_consistency__20260202_143542__Qwen3-8B/sql_runs/row028/candidates
